ID,brand,model,year,transmission,mileage,fuelType,mpg,engineSize,tax,tax(£),price
11696,merc, GLE Class,2016.0,Semi-Auto,22445.0,Diesel,42.8,3.0,260.0,,28980
11697,vw, Tiguan Allspace,2020.0,Manual,5009.0,Diesel,45.6,2.0,145.0,,33990
11698,vw, Tiguan,2016.0,Semi-Auto,26299.0,Petrol,38.2,2.0,235.0,,21299
11699,bmw, 2 Series,2020.0,Semi-Auto,11.0,Diesel,48.7,2.0,145.0,,34975
11700,skoda, Fabia,2019.0,Manual,3885.0,Petrol,57.7,1.0,145.0,,9890
11701,vw, Golf,2015.0,Semi-Auto,85002.0,Petrol,39.8,2.0,200.0,,15950
11702,audi, A3,2016.0,Manual,25588.0,Diesel,68.9,1.6,20.0,,15390
11703,audi, A3,2020.0,Semi-Auto,3010.0,Petrol,34.5,2.0,145.0,,32500
11704,merc, GLC Class,2018.0,Semi-Auto,5765.0,Diesel,56.5,2.1,145.0,,31480
11705,audi, Q3,2017.0,Manual,14760.0,,49.6,1.4,150.0,,19990
11706,ford, B-MAX,2017.0,Manual,12459.0,Petrol,55.4,1.0,145.0,,9680
11707,merc, V Class,2018.0,Automatic,12396.0,Diesel,45.6,2.1,145.0,,32748
11708,bmw, 5 Series,2017.0,Semi-Auto,20660.0,Diesel,60.1,2.0,145.0,,24498
11709,ford, Focus,2019.0,Manual,9511.0,Diesel,57.7,1.5,145.0,,17900
11710,bmw, 2 Series,2016.0,Manual,22505.0,Petrol,57.6,1.5,30.0,,12500
11711,vw, Touareg,2019.0,Semi-Auto,22.0,Diesel,34.5,3.0,150.0,,40980
11712,vw, Golf,2019.0,Semi-Auto,3590.0,Diesel,52.3,2.0,145.0,,19990
11713,ford, Grand C-MAX,2013.0,Manual,35772.0,Diesel,60.1,1.6,125.0,,6597
11714,skoda, Octavia,2020.0,Manual,625.0,Petrol,48.7,1.5,150.0,,18495
11715,ford, Fiesta,2019.0,Manual,6441.0,Petrol,58.9,1.0,145.0,,13998
11716,skoda, Fabia,2018.0,Manual,11673.0,Petrol,64.2,1.0,145.0,,10490
11717,vw, Golf,2017.0,Semi-Auto,21567.0,Petrol,53.3,1.4,30.0,,13381
11718,vw, Polo,2017.0,Manual,30332.0,Diesel,74.3,1.4,145.0,,9490
11719,skoda, Fabia,2019.0,Manual,2424.0,Petrol,60.1,1.0,145.0,,12998
11720,merc, GLB Class,2020.0,Automatic,26.0,Diesel,44.8,2.0,145.0,,44298
11721,merc, B Class,2019.0,Manual,173.0,Petrol,44.8,1.3,145.0,,22990
11722,toyota, Aygo,2017.0,Manual,14461.0,Petrol,68.9,1.0,145.0,,8500
11723,ford, Focus,2017.0,Manual,10202.0,Diesel,67.3,2.0,145.0,,17997
11724,ford, Fiesta,2013.0,Manual,40138.0,Diesel,76.4,1.5,0.0,,5591
11725,merc, A Class,2019.0,Manual,1052.0,Petrol,47.1,1.3,145.0,,23399
11726,merc, C Class,2019.0,Semi-Auto,7642.0,Petrol,30.4,3.0,145.0,,45199
11727,toyota, Auris,2018.0,Manual,19905.0,Petrol,52.3,1.2,145.0,,11995
11728,audi, Q2,2019.0,Manual,1604.0,Diesel,49.6,1.6,145.0,,20998
11729,toyota, Aygo,2011.0,Automatic,43212.0,Petrol,61.4,1.0,20.0,,5995
11730,ford, Fiesta,2018.0,Manual,10260.0,Petrol,65.7,1.0,145.0,,10890
11731,bmw, X1,2016.0,Manual,41379.0,Diesel,58.9,2.0,125.0,,17000
11732,bmw, 3 Series,2018.0,Semi-Auto,12036.0,Diesel,64.2,2.0,145.0,,19900
11733,merc, E Class,2015.0,Semi-Auto,27628.0,Diesel,54.3,3.0,145.0,,17698
11734,bmw, 1 Series,2009.0,Automatic,103740.0,Petrol,44.1,1.6,205.0,,3500
11735,vw, Golf,2014.0,Manual,41955.0,Petrol,58.9,1.4,30.0,,10200
11736,bmw, 4 Series,2018.0,Automatic,26743.0,Diesel,65.7,2.0,145.0,,19370
11737,audi, Q2,2017.0,Semi-Auto,28949.0,Diesel,57.7,2.0,145.0,,21990
11738,hyundi, I10,2016.0,Manual,27473.0,Petrol,60.1,1.0,,20.0,6500
11739,audi, A3,2017.0,Manual,25236.0,Petrol,50.4,2.0,145.0,,16440
11740,vw, Tiguan,2019.0,Automatic,9081.0,Diesel,39.2,2.0,145.0,,30850
11741,merc, CL Class,2019.0,Semi-Auto,20359.0,Diesel,51.4,2.2,145.0,,22000
11742,ford, C-MAX,2017.0,Manual,31750.0,Diesel,68.9,1.5,20.0,,10698
11743,merc, GLC Class,2016.0,Automatic,43502.0,Petrol,34.0,3.0,305.0,,31490
11744,vw, Polo,2016.0,Manual,16829.0,Petrol,60.1,1.0,20.0,,8995
11745,audi, A1,2017.0,Manual,13262.0,Petrol,55.4,1.4,150.0,,14491
11746,skoda, Rapid,2017.0,Manual,18327.0,Petrol,61.4,1.0,145.0,,9625
11747,bmw, 2 Series,2017.0,Manual,13570.0,Diesel,64.2,2.0,30.0,,16990
11748,vw, Polo,2017.0,Manual,21406.0,Petrol,60.1,1.2,20.0,,9770
11749,ford, Focus,2017.0,Manual,25339.0,Petrol,60.1,1.0,145.0,,10999
11750,ford, Fiesta,2018.0,Manual,14968.0,Petrol,55.4,1.1,145.0,,9698
11751,bmw, 5 Series,2019.0,Semi-Auto,10661.0,Diesel,65.7,2.0,150.0,,26490
11752,hyundi, Tucson,2016.0,Semi-Auto,31450.0,Diesel,57.6,1.7,,125.0,14495
11753,merc, E Class,2020.0,Semi-Auto,1102.0,Diesel,57.7,2.0,145.0,,39980
11754,vw, Caddy,2012.0,Manual,26150.0,Diesel,48.7,1.6,200.0,,9995
11755,ford, Fiesta,2018.0,Manual,27470.0,Petrol,64.2,1.1,145.0,,9500
11756,merc, GLA Class,2020.0,Semi-Auto,873.0,Petrol,37.2,1.6,145.0,,27480
11757,vw, Up,2014.0,Manual,43264.0,Petrol,60.1,1.0,20.0,,5830
11758,audi, Q2,2019.0,Semi-Auto,10238.0,Petrol,40.9,1.5,145.0,,22990
11759,ford, Fiesta,2016.0,Manual,11557.0,Petrol,62.8,1.0,20.0,,11600
11760,bmw, 3 Series,2015.0,Manual,78055.0,Petrol,44.8,2.0,160.0,,11990
11761,toyota, RAV4,2016.0,Manual,43737.0,Diesel,60.1,2.0,125.0,,13599
11762,merc, A Class,2016.0,Manual,31408.0,Diesel,65.7,2.1,30.0,,13900
11763,vw, Polo,2017.0,Manual,20379.0,Petrol,58.9,1.0,150.0,,10190
11764,audi, S4,2017.0,Automatic,20286.0,Petrol,38.7,3.0,145.0,,23700
11765,bmw, 4 Series,2016.0,Manual,57883.0,Diesel,57.6,2.0,125.0,,14799
11766,merc, M Class,2015.0,Semi-Auto,33060.0,Diesel,39.2,3.0,300.0,,24480
11767,vw, Golf,2013.0,Manual,56937.0,Diesel,68.9,2.0,20.0,,8450
11768,vw, Tiguan,2018.0,Semi-Auto,10525.0,Petrol,40.4,1.4,145.0,,23152
11769,toyota, IQ,2013.0,Manual,72916.0,Petrol,54.3,1.3,30.0,,4950
11770,bmw, 1 Series,2019.0,Manual,5652.0,Diesel,65.7,2.0,145.0,,18975
11771,ford, EcoSport,2019.0,Manual,6387.0,Petrol,51.4,1.0,145.0,,16666
11772,merc, CL Class,2020.0,Semi-Auto,2003.0,Diesel,55.4,2.0,145.0,,32499
11773,audi, A1,2013.0,Manual,17959.0,Petrol,52.3,1.4,125.0,,9791
11774,audi, A3,2017.0,Semi-Auto,35334.0,Petrol,47.9,2.0,150.0,,18488
11775,merc, B Class,2020.0,Semi-Auto,5002.0,Diesel,55.4,2.0,145.0,,24495
11776,merc, C Class,2014.0,Semi-Auto,47403.0,Diesel,64.2,2.1,20.0,,14299
11777,skoda, Fabia,2014.0,Manual,31268.0,Petrol,54.3,1.2,125.0,,6795
11778,ford, Fiesta,2013.0,Semi-Auto,72708.0,Petrol,47.9,1.6,145.0,,5995
11779,vw, Polo,2019.0,Manual,12.0,Petrol,52.3,1.0,145.0,,14995
11780,ford, Fiesta,2019.0,Manual,1660.0,Petrol,48.7,1.1,145.0,,13199
11781,merc, E Class,2016.0,Automatic,41767.0,Diesel,58.9,2.1,125.0,,15310
11782,, 5 Series,2017.0,Automatic,18829.0,Diesel,65.7,2.0,145.0,,21995
11783,merc, A Class,2015.0,Manual,57237.0,Diesel,62.8,2.1,30.0,,12900
11784,vw, Golf,2015.0,Manual,68895.0,Petrol,39.8,2.0,200.0,,14929
11785,vw, Polo,2018.0,Manual,11321.0,Petrol,52.3,1.0,145.0,,13990
11786,toyota, Yaris,2017.0,Automatic,24419.0,Hybrid,86.0,1.5,0.0,,10595
11787,toyota, Corolla,2019.0,Automatic,11004.0,Hybrid,72.4,2.0,140.0,,22995
11788,skoda, Octavia,2014.0,Semi-Auto,54144.0,Diesel,56.5,2.0,125.0,,12995
11789,bmw, 1 Series,2016.0,Manual,56051.0,Diesel,78.5,1.5,0.0,,9749
11790,audi, A8,2019.0,Automatic,4854.0,Diesel,40.4,3.0,145.0,,38990
11791,audi, Q3,2017.0,Semi-Auto,15341.0,Diesel,51.4,2.0,145.0,,25082
11792,bmw, 1 Series,2019.0,Manual,5386.0,Diesel,70.6,1.5,145.0,,18900
11793,ford, Fiesta,2019.0,Manual,4482.0,Petrol,64.2,1.1,145.0,,8856
11794,vw, Polo,2017.0,Manual,17380.0,Petrol,60.1,1.2,20.0,,9991
11795,toyota, Yaris,2017.0,Manual,10026.0,Petrol,58.9,1.5,150.0,,9998
11796,vw, Amarok,2019.0,Automatic,1961.0,Diesel,33.6,3.0,260.0,,36995
11797,skoda, Fabia,2017.0,Manual,26108.0,Petrol,64.2,1.0,145.0,,10250
11798,vw, Up,2014.0,Manual,28509.0,Petrol,62.8,1.0,20.0,,5799
11799,toyota, Aygo,2014.0,Manual,60229.0,Petrol,65.7,1.0,0.0,,4172
11800,ford, Fiesta,2018.0,Manual,21301.0,Petrol,56.5,1.0,145.0,,12100
11801,merc, C Class,2018.0,Semi-Auto,9704.0,Petrol,44.1,2.0,145.0,,25990
11802,merc, C Class,2018.0,Semi-Auto,15414.0,Petrol,50.4,2.0,145.0,,18998
11803,toyota, Aygo,2017.0,Manual,15639.0,Petrol,68.9,1.0,145.0,,7698
11804,ford, Ka+,2018.0,Manual,21142.0,Petrol,43.5,1.2,145.0,,8799
11805,merc, C Class,2015.0,Automatic,15634.0,Diesel,60.1,2.1,125.0,,19780
11806,skoda, Fabia,2017.0,Manual,22002.0,Petrol,64.2,1.0,145.0,,9200
11807,bmw, X5,2014.0,Automatic,59316.0,Diesel,50.4,2.0,160.0,,18400
11808,audi, A4,2019.0,Semi-Auto,1003.0,Petrol,38.7,2.0,145.0,,23995
11809,audi, Q7,2016.0,Semi-Auto,65023.0,Diesel,47.9,3.0,200.0,,28990
11810,ford, Fiesta,2017.0,Manual,13119.0,Petrol,62.8,1.0,20.0,,9967
11811,audi, A1,2020.0,Manual,2224.0,Petrol,47.9,1.0,145.0,,19290
11812,merc, C Class,2017.0,Semi-Auto,42439.0,Hybrid,134.5,2.0,0.0,,18830
11813,audi, A4,2017.0,Semi-Auto,20546.0,Petrol,50.4,2.0,150.0,,22800
11814,vw, Passat,2019.0,Manual,7637.0,Petrol,44.1,1.5,145.0,,18990
11815,ford, Galaxy,2017.0,Manual,29855.0,Diesel,56.5,2.0,125.0,,19499
11816,merc, GLC Class,2019.0,Semi-Auto,3868.0,Diesel,40.9,2.0,145.0,,40000
11817,ford, Kuga,2016.0,Manual,34917.0,Diesel,60.1,2.0,125.0,,10770
11818,bmw, 2 Series,2019.0,Semi-Auto,7161.0,Petrol,50.4,1.5,145.0,,20980
11819,bmw, 3 Series,2016.0,Manual,47550.0,Diesel,67.3,2.0,30.0,,12600
11820,audi, A1,2015.0,Manual,25558.0,Petrol,58.9,1.4,30.0,,12498
11821,audi, A3,2015.0,Semi-Auto,49494.0,Diesel,57.6,2.0,125.0,,15995
11822,merc, C Class,2019.0,Semi-Auto,1891.0,Petrol,46.3,1.5,145.0,,32498
11823,ford, Focus,2015.0,Manual,48510.0,Diesel,67.3,1.6,20.0,,7790
11824,bmw, 1 Series,2015.0,Manual,43006.0,Petrol,49.6,1.6,145.0,,10490
11825,merc, GLA Class,2019.0,Semi-Auto,12252.0,Diesel,67.3,2.1,145.0,,23500
11826,ford, Focus,2019.0,Manual,6626.0,Petrol,60.1,1.0,145.0,,14995
11827,skoda, Fabia,2014.0,Manual,23766.0,Petrol,49.6,1.2,125.0,,5691
11828,toyota, C-HR,2017.0,Automatic,26658.0,Petrol,47.9,1.2,150.0,,16985
11829,bmw, 1 Series,2016.0,Manual,41626.0,Diesel,65.7,2.0,30.0,,12199
11830,skoda, Octavia,2019.0,Manual,3307.0,Diesel,54.3,2.0,145.0,,17995
11831,vw, Golf,2019.0,Semi-Auto,13894.0,Diesel,54.3,1.6,145.0,,16392
11832,bmw, 3 Series,2016.0,Semi-Auto,20932.0,Diesel,70.6,2.0,20.0,,14991
11833,bmw, 4 Series,2018.0,Automatic,7978.0,Petrol,44.1,2.0,145.0,,19000
11834,vw, Jetta,2016.0,Manual,73508.0,Diesel,70.6,2.0,20.0,,7995
11835,skoda, Superb,2017.0,Semi-Auto,16731.0,Diesel,61.4,2.0,150.0,,19361
11836,audi, A5,2017.0,Manual,68999.0,Diesel,64.2,2.0,30.0,,16498
11837,merc, E Class,2019.0,Semi-Auto,14488.0,Diesel,61.4,2.0,145.0,,27980
11838,hyundi, IX20,2017.0,Automatic,7948.0,Petrol,43.5,1.6,,165.0,10500
11839,merc, X-CLASS,2018.0,Automatic,10009.0,Diesel,35.8,2.3,240.0,,28990
11840,vw, Golf,2019.0,Semi-Auto,7353.0,Diesel,49.6,2.0,150.0,,23999
11841,ford, Kuga,2018.0,Semi-Auto,22515.0,Diesel,54.3,2.0,150.0,,16601
11842,bmw, X5,2019.0,Semi-Auto,13870.0,Diesel,37.7,3.0,145.0,,50980
11843,bmw, Z4,2009.0,Manual,76001.0,Petrol,30.1,3.0,325.0,,9490
11844,vw, Polo,2016.0,Semi-Auto,4307.0,Petrol,61.4,1.4,20.0,,13295
11845,ford, Fiesta,2013.0,Manual,50087.0,Petrol,65.7,1.0,0.0,,6080
11846,merc, C Class,2017.0,Automatic,4497.0,Petrol,47.1,2.0,145.0,,27995
11847,merc, C Class,2014.0,Semi-Auto,77047.0,Diesel,64.2,2.1,20.0,,11750
11848,merc, C Class,2019.0,Semi-Auto,7723.0,Petrol,46.3,1.5,145.0,,26980
11849,audi, A4,2020.0,Manual,1003.0,Petrol,39.2,2.0,145.0,,26000
11850,bmw, 2 Series,2018.0,Semi-Auto,18326.0,Diesel,56.5,1.5,145.0,,16470
11851,ford, Fiesta,2017.0,Manual,18964.0,Petrol,65.7,1.0,145.0,,10250
11852,vw, Up,2017.0,Manual,22546.0,Petrol,64.2,1.0,20.0,,7990
11853,bmw, 3 Series,2017.0,Automatic,40251.0,Diesel,64.2,2.0,30.0,,15350
11854,bmw, 3 Series,2019.0,Semi-Auto,3399.0,Petrol,41.5,2.0,145.0,,30326
11855,bmw, X3,2019.0,Automatic,2684.0,Petrol,30.4,2.0,145.0,,30900
11856,toyota, RAV4,2016.0,Automatic,60611.0,Hybrid,55.4,2.5,20.0,,17250
11857,bmw, 1 Series,2017.0,Semi-Auto,25003.0,Petrol,39.8,3.0,200.0,,20998
11858,merc, E Class,2019.0,Automatic,7005.0,Diesel,45.6,2.0,145.0,,34820
11859,vw, Touareg,2016.0,Semi-Auto,29869.0,Diesel,42.8,3.0,235.0,,24971
11860,ford, Fiesta,2015.0,Manual,4928.0,Petrol,65.7,1.0,0.0,,10500
11861,ford, Fiesta,2014.0,Manual,51184.0,Petrol,65.7,1.0,0.0,,6995
11862,vw, Touareg,2019.0,Semi-Auto,9956.0,Diesel,34.0,3.0,150.0,,59990
11863,toyota, Yaris,2019.0,Manual,4692.0,Petrol,47.9,1.5,145.0,,12863
11864,hyundi, Ioniq,2018.0,Automatic,37133.0,Hybrid,78.5,1.6,,135.0,13789
11865,ford, Fiesta,2019.0,Manual,20716.0,Diesel,55.4,1.5,150.0,,11185
11866,bmw, 3 Series,2018.0,Semi-Auto,26313.0,Diesel,51.4,3.0,145.0,,22110
11867,bmw, 3 Series,2018.0,Semi-Auto,26758.0,Petrol,48.7,2.0,145.0,,20298
11868,merc, GLA Class,2018.0,Automatic,9665.0,Diesel,58.9,2.1,145.0,,21486
11869,ford, Kuga,2015.0,Manual,60154.0,Diesel,54.3,2.0,145.0,,12498
11870,vw, Polo,2014.0,Manual,30991.0,Petrol,47.9,1.4,150.0,,7495
11871,vw, Golf,2016.0,Manual,35987.0,Diesel,74.3,1.6,0.0,,11995
11872,merc, SL CLASS,2017.0,Semi-Auto,14009.0,Petrol,36.7,3.0,145.0,,38799
11873,audi, A1,2016.0,Manual,36287.0,Petrol,56.5,1.4,30.0,,11601
11874,bmw, X1,2019.0,Manual,2428.0,Petrol,51.4,1.5,145.0,,24480
11875,merc, A Class,2017.0,Manual,14179.0,Diesel,65.7,2.1,145.0,,15399
11876,ford, Focus,2019.0,Manual,10351.0,Petrol,60.1,1.0,145.0,,17195
11877,vw, Tiguan,2017.0,Semi-Auto,39210.0,Diesel,49.6,2.0,150.0,,19495
11878,hyundi, I10,2020.0,Manual,616.0,Petrol,56.5,1.0,,145.0,11995
11879,skoda, Fabia,2020.0,Manual,3565.0,Petrol,52.3,1.0,145.0,,13990
11880,bmw, 5 Series,2013.0,Automatic,65362.0,Diesel,57.6,2.0,125.0,,11850
11881,merc, A Class,2019.0,Semi-Auto,10851.0,Petrol,28.5,2.0,150.0,,24995
11882,merc, GLE Class,2019.0,Semi-Auto,8216.0,Diesel,36.7,2.0,145.0,,46549
11883,audi, A4,2019.0,Semi-Auto,5001.0,Petrol,38.7,2.0,145.0,,25000
11884,bmw, X3,2020.0,Semi-Auto,105.0,Hybrid,5.5,2.0,135.0,,52910
11885,vw, Caravelle,2019.0,Semi-Auto,12196.0,Diesel,32.8,2.0,145.0,,39995
11886,skoda, Octavia,2019.0,Manual,14446.0,Petrol,52.3,1.5,145.0,,14950
11887,ford, Fiesta,2019.0,Manual,5476.0,Petrol,58.9,1.0,145.0,,11930
11888,merc, C Class,2015.0,Semi-Auto,22959.0,Diesel,64.2,1.6,30.0,,17712
11889,ford, Fiesta,2015.0,Manual,54791.0,Diesel,88.3,1.5,0.0,,6970
11890,vw, Up,2014.0,Manual,15890.0,Petrol,60.1,1.0,20.0,,7200
11891,vw, Golf,2017.0,Manual,18029.0,Petrol,55.4,1.5,145.0,,14995
11892,vw, Golf,2015.0,Manual,80350.0,Diesel,72.4,1.6,20.0,,7000
11893,ford, Focus,2017.0,Manual,11607.0,Petrol,51.4,1.5,150.0,,12980
11894,hyundi, Tucson,2017.0,Manual,36152.0,Diesel,61.7,1.7,,30.0,13500
11895,audi, Q3,2015.0,Manual,31252.0,Petrol,38.7,2.0,235.0,,18750
11896,audi, A5,2017.0,Automatic,20347.0,Petrol,37.7,3.0,150.0,,28000
11897,toyota, Yaris,2017.0,Automatic,31784.0,Hybrid,78.0,1.5,0.0,,12790
11898,vw, Polo,2019.0,Manual,10140.0,Petrol,48.7,1.0,150.0,,11495
11899,toyota, Aygo,2017.0,Manual,18579.0,Petrol,68.9,1.0,145.0,,7989
11900,audi, A3,2013.0,Manual,50504.0,Petrol,58.9,1.4,30.0,,11399
11901,skoda, Superb,2019.0,Automatic,21.0,Petrol,38.2,2.0,145.0,,25000
11902,ford, KA,2018.0,Manual,10438.0,Petrol,57.7,1.2,150.0,,9000
11903,ford, Fiesta,2018.0,Manual,25984.0,Petrol,65.7,1.0,145.0,,11299
11904,ford, Fiesta,2019.0,Manual,9138.0,Petrol,56.5,1.0,145.0,,13940
11905,ford, Galaxy,2016.0,Manual,24759.0,Diesel,56.5,2.0,125.0,,16500
11906,ford, Focus,2019.0,Automatic,12567.0,Petrol,41.5,1.0,145.0,,16598
11907,hyundi, I10,2019.0,Manual,5228.0,Petrol,57.6,1.2,,150.0,9985
11908,hyundi, Tucson,2016.0,Manual,63113.0,Diesel,61.7,1.7,,30.0,11498
11909,merc, B Class,2018.0,Semi-Auto,6509.0,Petrol,51.4,1.6,150.0,,17495
11910,merc, A Class,2019.0,Semi-Auto,1001.0,Diesel,67.3,1.5,145.0,,23509
11911,bmw, 3 Series,2017.0,Semi-Auto,30844.0,Diesel,70.6,2.0,145.0,,16490
11912,vw, Golf,2018.0,Semi-Auto,853.0,Petrol,45.6,1.6,145.0,,18000
11913,merc, GLC Class,2019.0,Semi-Auto,13082.0,Diesel,40.4,2.0,145.0,,43499
11914,ford, Fiesta,2016.0,Manual,19723.0,Petrol,65.7,1.0,0.0,,8495
11915,bmw, 1 Series,2017.0,Semi-Auto,18518.0,Petrol,39.8,3.0,145.0,,22390
11916,ford, EcoSport,2017.0,Manual,55953.0,Diesel,64.2,1.5,30.0,,7995
11917,toyota, Aygo,2019.0,Manual,3595.0,Petrol,56.5,1.0,145.0,,10791
11918,bmw, X4,2016.0,Automatic,30243.0,Diesel,47.9,3.0,200.0,,23700
11919,vw, Tiguan,2016.0,Manual,33105.0,Diesel,50.4,2.0,160.0,,19000
11920,ford, Fiesta,2019.0,Manual,3652.0,Petrol,58.9,1.0,145.0,,14410
11921,merc, E Class,2013.0,Automatic,37003.0,Diesel,58.9,2.2,30.0,,13995
11922,skoda, Superb,2019.0,Automatic,3289.0,Diesel,51.4,1.6,145.0,,19499
11923,ford, Kuga,2018.0,Manual,16496.0,Petrol,39.2,1.5,145.0,,17750
11924,vw, Polo,2019.0,Manual,4126.0,Petrol,48.7,1.0,145.0,,11999
11925,toyota, Yaris,2015.0,Automatic,44417.0,Hybrid,78.0,1.5,0.0,,9695
11926,vw, Polo,2019.0,Semi-Auto,6954.0,Petrol,39.8,2.0,150.0,,19590
11927,ford, Mustang,2016.0,Semi-Auto,42091.0,Petrol,23.5,5.0,570.0,,24999
11928,merc, A Class,2018.0,Automatic,23381.0,Diesel,74.3,1.5,150.0,,16000
11929,ford, Fiesta,2017.0,Manual,34282.0,Petrol,65.7,1.0,0.0,,8999
11930,skoda, Octavia,2019.0,Manual,1356.0,Petrol,52.3,1.5,145.0,,15671
11931,ford, Focus,2019.0,Manual,5627.0,Diesel,80.7,1.5,145.0,,14699
11932,toyota, Yaris,2016.0,Manual,51927.0,Petrol,58.0,1.3,30.0,,6990
11933,ford, Mondeo,2019.0,Manual,14.0,Diesel,65.7,2.0,145.0,,19500
11934,hyundi, Tucson,2018.0,Manual,7489.0,Petrol,44.8,1.6,,145.0,14998
11935,merc, E Class,2020.0,Semi-Auto,2505.0,Diesel,57.7,2.0,145.0,,37890
11936,ford, Focus,2017.0,Manual,28613.0,Diesel,74.3,1.5,0.0,,11499
11937,ford, Fiesta,2016.0,Manual,20005.0,Petrol,62.8,1.0,20.0,,10400
11938,bmw, 3 Series,2019.0,Semi-Auto,21659.0,Diesel,52.3,2.0,145.0,,24895
11939,skoda, Octavia,2016.0,Semi-Auto,49508.0,Diesel,56.5,2.0,125.0,,14495
11940,ford, Focus,2019.0,Manual,4768.0,Petrol,34.5,2.3,145.0,,26780
11941,ford, Focus,2005.0,Manual,87531.0,Petrol,39.8,2.0,235.0,,2295
11942,vw, Polo,2017.0,Manual,14100.0,Petrol,60.1,1.0,145.0,,10298
11943,vw, Passat,2019.0,Manual,6528.0,Petrol,45.6,1.5,145.0,,21000
11944,vw, Golf SV,2016.0,Manual,16740.0,Diesel,72.4,1.6,0.0,,10550
11945,audi, A3,2017.0,Manual,31499.0,Diesel,65.7,2.0,145.0,,16500
11946,bmw, 2 Series,2020.0,Semi-Auto,158.0,Petrol,42.2,1.5,145.0,,26400
11947,merc, GLA Class,2019.0,Semi-Auto,10290.0,Diesel,67.3,2.1,145.0,,23599
11948,ford, Focus,2018.0,Manual,14177.0,Petrol,61.4,1.0,145.0,,11495
11949,merc, C Class,2019.0,Semi-Auto,15199.0,Diesel,61.4,2.0,145.0,,25999
11950,audi, A1,2012.0,Manual,19204.0,Petrol,55.4,1.2,30.0,,7650
11951,audi, A6,2019.0,Semi-Auto,3287.0,Diesel,47.9,2.0,145.0,,31985
11952,merc, CLA Class,2017.0,Automatic,25521.0,Petrol,40.9,2.0,145.0,,25900
11953,bmw, 2 Series,2020.0,Semi-Auto,15.0,Petrol,50.4,1.5,150.0,,21890
11954,toyota, Prius,2013.0,Automatic,58858.0,Other,64.2,1.8,10.0,,17995
11955,ford, Kuga,2018.0,Manual,27337.0,Diesel,64.2,1.5,145.0,,16137
11956,hyundi, Tucson,2018.0,Manual,23061.0,Petrol,44.8,1.6,,150.0,14495
11957,ford, Kuga,2018.0,Semi-Auto,14846.0,Diesel,58.9,1.5,145.0,,17775
11958,audi, TT,2015.0,Automatic,46005.0,Petrol,42.8,2.0,190.0,,17995
11959,toyota, RAV4,2015.0,Manual,63001.0,Diesel,49.6,2.2,165.0,,10995
11960,merc, B Class,2019.0,Automatic,158.0,Diesel,55.4,2.0,145.0,,23480
11961,ford, Focus,2013.0,Manual,49006.0,Diesel,67.3,1.6,20.0,,6480
11962,merc, A Class,2019.0,Semi-Auto,1004.0,Diesel,65.7,1.5,145.0,,24508
11963,ford, Mondeo,2017.0,Manual,30280.0,Diesel,64.2,2.0,30.0,,13700
11964,audi, A3,2017.0,Manual,38563.0,Diesel,70.6,1.6,20.0,,17800
11965,vw, Polo,2017.0,Manual,19947.0,Petrol,60.1,1.0,20.0,,9490
11966,audi, A3,2016.0,Semi-Auto,30361.0,Petrol,58.9,1.4,30.0,,13995
11967,ford, Focus,2014.0,Manual,33208.0,Petrol,39.2,2.0,235.0,,12750
11968,merc, C Class,2016.0,Automatic,45005.0,Diesel,65.7,2.1,20.0,,14000
11969,ford, Fiesta,2017.0,Manual,13391.0,Petrol,65.7,1.0,145.0,,10495
11970,audi, Q5,2019.0,Automatic,23.0,Diesel,39.2,2.0,145.0,,31000
11971,bmw, 2 Series,2019.0,Automatic,10219.0,Hybrid,148.7,1.5,135.0,,21785
11972,bmw, 5 Series,2015.0,Semi-Auto,54641.0,Diesel,60.1,2.0,125.0,,15189
11973,ford, Kuga,2017.0,Manual,26793.0,Diesel,60.1,2.0,150.0,,16295
11974,vw, Up,2018.0,Manual,12150.0,Petrol,60.1,1.0,145.0,,9495
11975,ford, Focus,2019.0,Manual,9878.0,Petrol,60.1,1.0,150.0,,13560
11976,audi, A4,2014.0,Manual,48554.0,Diesel,62.8,2.0,30.0,,11941
11977,toyota, Aygo,2015.0,Manual,29230.0,Petrol,69.0,1.0,0.0,,6342
11978,audi, Q5,2019.0,Semi-Auto,10630.0,Diesel,38.2,2.0,145.0,,36500
11979,toyota, Auris,2015.0,Manual,24766.0,Petrol,58.9,1.2,30.0,,8290
11980,vw, Arteon,2019.0,Automatic,7152.0,Diesel,50.4,2.0,145.0,,29990
11981,bmw, 3 Series,2014.0,Manual,63736.0,Diesel,58.9,2.0,125.0,,12390
11982,ford, Kuga,2017.0,Manual,44111.0,Diesel,60.1,2.0,125.0,,14998
11983,bmw, 3 Series,2012.0,Automatic,62623.0,Diesel,62.8,2.0,30.0,,9199
11984,vw, Caddy Maxi Life,2018.0,Automatic,4579.0,Petrol,47.1,1.4,145.0,,18000
11985,vw, Touareg,2019.0,Semi-Auto,1006.0,Diesel,34.5,3.0,145.0,,40995
11986,audi, A3,2018.0,Manual,19519.0,Petrol,54.3,1.5,145.0,,18195
11987,vw, Touran,2008.0,Manual,148301.0,Diesel,46.3,2.0,200.0,,2795
11988,audi, Q2,2018.0,Semi-Auto,20247.0,Petrol,52.3,1.4,145.0,,21990
11989,ford, Kuga,2018.0,Manual,12238.0,Diesel,54.3,1.5,145.0,,15397
